category,rating,label,text_
Electronics_5,2.0,CG,much say quality item looking cheaper pair earbuds one consider good pair headphones would recommend anyone looking pair headphones great sound works great want cable fall charger want cable bent head easy remove
Electronics_5,5.0,CG,works perfectly rugged easy case break favorite works great great priceworks great sound great used 50 1080p tv bedroom excellent purchase love itworks great problem remove charger charger use pleased producti love camera
Electronics_5,1.0,OR,longer length cut open examined found nice foil wrap good shockingly little copper braid return path current flow also provides place ground foil world help copper thin weak inner conductor wire quality poor strands dialectric flexible stiff low quality cable buy sample cut see
Electronics_5,5.0,OR,property love worked three different routers customer service kuna always incredible lot options control sensitivity features easy use app intuitive easy figure tell everyone mine favorite part height installed lights installed higher gives better angle faces ring system typically low like angles
Electronics_5,4.0,OR,good news headphones work great mic clear buttons perfectly located 68 year old hands bad news small big head come another 250 inch would fit perfectly work sound good live 250 picture set head sharp teat top left side black plastic piece slides able remove sides problem sharp enough scratch small finger
Electronics_5,5.0,OR,cannot believe item work well cost almost nothing ring solid well built fits 77mm lenses properly using canon 70200 mark ii lens canon 1740 wide angle bought 2470 lens 82mm decided buy filters 82mm size baby use 82mm filters 77mm lenses thus save money long run need buy expensive rings one look back
Electronics_5,5.0,OR,bought camera option smaller manageable camera main camera canon eos 7d comparatively bulky lenses shortly getting camera traveled 2000 miles nephews wedding flown 12 years glad smaller camera along camera performed extremely well week impromptu family shots tourist nature shots 170 unposed wedding shots one battery charge plenty spare pictures sharp close cropping problem like red color
Electronics_5,4.0,CG,product perfect intended larger head smaller body may want get trs80a2 instead months worked great used couple weeks stopped working samsung galaxy s4 galaxy s3 still works fine sound quality little better bad
Electronics_5,5.0,CG,great job keeping cell phone place larger cell phone may want look video larger cell phone still possible get better picture camera excellent love love fact use auto focus feature adjust focus purposes like fact easy use used yet
Electronics_5,4.0,CG,like case lot design comfortable fits ipad perfectly extra space great front case perfect size take traveling good size travel would recommend anyone bought replace battery phone faulty one days use battery died considering purchasing another one great product price
Electronics_5,1.0,CG,right channel failed weekend way fix throw onechamber solution wall get cable side wall unfortunately case onechamber solution still works onechamber solution convenient option would recommend cable anyone looking get new router computer plan upgrading old one
Electronics_5,1.0,CG,returned work phone larger speaker setup may want look video provided company bit pain butt easy find speaker strong sound get free item amazon add review update find helps update used speaker yet
Electronics_5,5.0,OR,love carl zeiss lenses years older sony digital slow shutter missing pics son camera takes really fast pictures also love setting allows force camera focus childs face anything else frame blue color stylish small enough fit front pocket looks great anbspa datahookproductlinklinked classalinknormal hrefkroocameracasepremiumqualitycarryingcaseforsonycybershotbonusbundledwithuniversallcdscreenprotectorkitclothdpb000rbudpyrefcmcrarpdrvwtxtieutf8kroo camera case premium quality carrying case sony cybershot bonus bundled universal lcd screen protector kit clothanbspin light blue
Electronics_5,5.0,OR,bought two seeing family use platform like front lip keeps laptop skidding forward keyboard right pitch desk lap raise curve fits snuggly laptop easy take along datahookproductlinklinked classalinknormal hrefallsopcoolchannelnotebookplatform13wx12dx28hcharcoalgraydpb001es35d6refcmcrarpdrvwtxtieutf8allsop cool channel notebook platform 13w x 12d x 28h charcoal grayathe platform comfortable lap thing might wish little width mouse also would take planning use 17 screen
Electronics_5,4.0,OR,great product want wireless capabilities mp3 player dontbut another storyand want player work rhapsody subscription service ipods wonderful still buck every song want download rhapsody flat rate download music might take chance itunes player works well rhapsody hope get 5000 song level old dell dj
Electronics_5,5.0,OR,honestly headphones quite mindblowing solid step panasonics popular amazon sound quality made feel ecstatic seems appropriate genres simply love blasting things hearing surprisingly high level detail music plus wires stay smooth separated sadly earbuds isolate noise well often ride bike go jogging hear wires rubbing wind interference causing boost volume situations every user cannot go wrong
Electronics_5,2.0,OR,installed problem remember 35 52 fit standard drive bay like cd drive bay gave two stars cf card slot broken cannot even put cf card fortunately cannot see needing still makes defective going return really need cf slot also sd card slot upside odd first might think broken try upside well usb port seems work fine well
Electronics_5,5.0,CG,going make adjustments instructions important understand getting buy using trs80 work well xs3i thinking buying 4 macbook pro price hoping save money getting 3 version case wrong happy fit feel case mounted desk
Electronics_5,5.0,CG,bought days ago work fine ipad must ipad mini use ipad mini perfect fit love way look comfortable look great cannot wait use ipadi bought new laptop extremely happy easy use easy use
Electronics_5,1.0,CG,thankfully bought best buy wireless adapters router reason gave 5 stars using trs80 work well wireless adapter using return problem get free item best buy router update router replaced trs80 pleased router
Electronics_5,5.0,CG,purchased momentum last 3 years held well used couple times seems work fine great producti issues camera size perfect battery life great 2 pictures low light great range great shooting portraits videos negative built light
Electronics_5,3.0,CG,product works fine design flaw recommend anyonegreat product great price using trs80a works great good valuei use battery charger battery works well phone charged car solid charger wish came charger could charge phone charge charger easy use
Electronics_5,4.0,OR,supposed little concerned packaging product appeared opened included cables still plastic sure box opened used product repackaged issue polarized plugs really difficult plug use blade screwdriver get way flush surge protector standard size outlet side issues large outlets power adapters
Electronics_5,3.0,OR,love little chromebook 99 nowadays saidit power fun droid games works perfectly typing internet browsing also quite windows compatible gdocs word cannot hook printer installing programs chromebook great originally spent 400 would like gotten versatility want something kids using write gdocs 99 good deal
Electronics_5,5.0,OR,plan tossing bag airport travel always plug even someone else already spot rotating plug design compact size make nice unit travel little heavier larger would hoped seeing probably unrealistic expectations big three outlets would definitely recommend anyone looking expand small space take travel price reasonable given quality product
Electronics_5,5.0,OR,absolute best tried understand fix consistent flaw upper left bracket surrounding power button well documented cheaper ones able make bracket break keep buying despite flaw easiest natural type using write review laptop makes ipad one wish would make model backlit keys really understand flaw backlit option otherwise great product
Electronics_5,5.0,OR,camera conveniently small simple use completely abandoned eos rebel dslr locations shot cameras elph 110 takes much sharper better pictures carry extra baggage even started taking libraries instead handheld scannerits smaller battery lasts longer instantly see documents high detail video capability impressive small camera flaw using zoom feature taking video humming noise recorded video soundtrack
Electronics_5,4.0,CG,definitely convenient carrying ipad problem kind hard find bought friend happy purchase thing wish little bit better battery life battery life good expensive batteries problems battery sure last long time great product price
Electronics_5,5.0,CG,chip set worked greatmuch better stock oneworks greatnice little speaker works advertised plastic parts solid plastic part great job blocking sound aware plastic part plastic speaker bit heavier plastic part works great price wish came little bass like speakers mono want something
Electronics_5,3.0,CG,works hey little bulky works reason gave four stars bit small laptop keyboard small really big deal still find lot people prefer smaller keyboards good thing looking something handle laptop mind little extra bulk definitely worth
Electronics_5,2.0,CG,ahci drive ahci 71 drive computer problems drive problems drive good shapei use bluray player canon cameras love fact transfer discs dvd player cannot get play movies computer easy use works great
Electronics_5,5.0,CG,used maxtor 160gb best sure using external hard drive internal drive drive solid reliable ill using future modeli bought replace broken one bought tv want replace since tv cheap works fine seems last quite easy use holds
Electronics_5,5.0,OR,purchased case directly etauro stock amazon time sh free sent priority mail super easy use install like small fits side rather clunky back version microsoft adds lot functionality sp4 using lap top easily remove unit want use tablet drawing also like able get case fit rather buying 3rd party hoping would
Electronics_5,4.0,OR,works well several sensitivity adjustments eliminate false alarms particular environment sound realistic enough heard behind closed door estimation take perceptive burglar determine real dog behind door terms construction quality relative price would rate cheap side taking one star connected power via wemo switch turns leave home return works batteries installed
Electronics_5,1.0,OR,made mistake thinking maybe thinking amazon 47th street would acceptable substitute expensive lenses boy wrong lens vignettes color washed focus soft fuzzy get pay case even get paid stay away lenses junk ps heard back 47th st return credit 4 days either update part situation
Electronics_5,5.0,OR,purchased online know exactly product looks like onebefore decided put cart done lot research customers review also trying find local store unfortunately cannot see store area sells tripod like brand make review short say jackpot received opened boxthe type tripod dreaming ofis already hand
Electronics_5,1.0,OR,recently bought unit friend upon installation found crystal clear picture drawback order hear sound box placed maximum volume set stereo acid rock concert volume level hear sound short hear volume set volume loud device would noise complaints neighbors avoid product serious enjoying tv worth headache
Electronics_5,1.0,CG,way set time limit instructions lot difficult follow two time limit also confusing start look time clock confusing instructions exactly accurate guess eventually get better think instructions little misleading think really important frustrating get computer restart
Electronics_5,5.0,CG,often write 5star reviews one real deal used two years works great sound crystal clear nice little extra bass negative would say usb charger bit small portable devices charging cable works great charging station pretty convenient like usb port back little
Electronics_5,5.0,CG,got product replace older cell phone lot cheaper new one new one much better sound crystal clear nice little extra bass negative would say cord always stay place get cord extend different area house cord meant camera house uses cord extend cord
Electronics_5,4.0,CG,offered 60 free shipping return return purchase returned plastic parts clear cover sturdy complaint case thin protect tablet perfectly shame case plastic feel wish would paid case would protected little better overall id give 5 stars
Electronics_5,5.0,CG,solid construction cumbersome lightweight also strong one replace solid one trs80 one came issues think going good investment bought replacement old sony a100 new sony a100 much compact good sound
Electronics_5,5.0,OR,displayport dvi amazonbasics cable displayport hdmi work great would suggest either one depending whether need dvi hdmi output monitor side cables displayport one side always displayport video source output monitor side dvi hdmi cables work ways cables displayport work one way quality hte cable good good thickness ends solid really happy cable buy need
Electronics_5,4.0,OR,used hp stream 8 month pros 1 200 mb 4g lte data per month charge life tablet tmobile main selling point run issues connecting call tmobile 8009378997 reps helpful 2 full windows 81 3 good screen resolution reasonably good speakers cons fairly basic design sleek sexy like ipad air b poor battery life usage standby summary would recommend product 4g wifi attractive price point well respected companyhewlett packard
Electronics_5,3.0,OR,product plastic fake leather like material pretty much glued casing wifes ipad mini 2 retina would fit case one side corner would snap would even push past reviews say fixed issues hinge agree product even worth 30 spent including shipping overall price 99 plastic cheap plastic reason give 3 star rating seller responded quickly shipping quick seller review would considered 5 star
Electronics_5,5.0,OR,upgraded desktop computer video card using considerably outdated could even burn dvds old wanted something inexpensive powerful enough run video applications card integrated perfectly computer even though xpress 10 slot instead 20 tested youtube hd 1080 video running full resolution fullscreen quality flawless lag jitter internet connection gpu even works boinc helps computer crunch data great card wonderful price
Electronics_5,1.0,OR,got item excited since needed verify cables house started using worked checking 34 cable runs green lights would line make sure check receiver unit needs blink green lights correct order power light main unit stayed solid could get work tried changing batteries etc nothing price great deal need rely might want look elsewhere buy two case
Electronics_5,5.0,CG,oh spray better one received gopro use floor stay spray bag thing keeps bag thin elastic strap one holds securely place bubbles use hang phone wall get water used hold phone camera strap worry dropping phone
Electronics_5,5.0,CG,wow bag great love materials construction zipper pretty sturdy pocket nice zipper bit wide thing wish flap front otherwise great bag great product worked great raspberry pi 3 solid unit month still works great easy use works great
Electronics_5,5.0,CG,bought take picture night sky also canon eos rebel t3i using t3i take pictures night sky canon eos rebel t3i works fine t3i issues auto focus t3i fine sure camera problems auto focus
Electronics_5,5.0,CG,gorgeous great lens used couple years still good also love fact lens made aluminum really good lens lens excellent love love fact use auto focus feature use shooting portraits videos zoom excellent love small
Electronics_5,1.0,CG,slim mouse sleek feel comfortable hold like extra size carry travel use tableti bought replace old kindle fire defective one still working glad purchased replace battery device faulty charger replaced reason gave 5 stars easy hook kindle fire
Electronics_5,5.0,OR,many previous reviews stated nonfocusing fixed focus binoculars absolutely nothing physically adjust great long distances horrible anything within 100150 yards used recent trip yellowstone part worked flawlessly bought wife adept using binos would fiddle anything see exactly wanted without effortand worked brilliantly going use next year 2017 alaskan cruise hoping perform well
Electronics_5,2.0,OR,clear way steadicam serious diyer could almost certainly cobble something capable putting handle ballsocket tripod head using suitable counterweight still price one could expect much biggest downside requires hands average human comes equipped order use effectively coupled light touch many many hours practice complicated desire inspires throw nearest hard immovable object long learning curve achieve competence
Electronics_5,5.0,OR,compact adapter converts usb c usb thin laptops small optical drive mine two usb ports usb c port bluray drive requires usb ports function another lack laptop brcause dimensions ethernet port ethernet adapter usb use aukey adapter connect ethernet adapter usb c port next find whether usb multiple output block run satisfactorily several usb devices connected
Electronics_5,2.0,OR,first ordered black set sent lime green use work shop whatever color matter couple months absolutely awful battery life die literally 30 minutes podcast listening put charge supposedly 10 minutes light goes blue charged false worse cell phone battery life 3000 plus shipping paid worth spend extra money get better product soon
Electronics_5,5.0,OR,bought anbspa datahookproductlinklinked classalinknormal hrefcanonpowershotg16dpb00efilhb4refcmcrarpdrvwtxtieutf8canon powershot g16anbspand completely satisfied camera fits perfectly enough space go easily move around front pocket sufficient battery filter small items belt loop secure twotab system allows taken without unbuckle belt pouch also strikingly different typical camera pouches seen stores highly recommend pouch canon g series camera anything similar size
Electronics_5,4.0,CG,got happy lens lens perfect job lot trouble ring cover difficult get fixed without bit effort research found correct ring able fix without problem think lens perfect purposes used metal ring canon camera worry ring slipping
Electronics_5,2.0,CG,another pair model buying pair brand sound great thing would change size earpiece would recommend anyone looking good portable playeri return product defective able get work onboard pc bought wifes tablet using
Electronics_5,5.0,CG,specifically ordered version t7i 64 bit version original replace defective 32 bit version t7i one update review progresses t7i fast processor fast processor fast enough useful slower original processor fast would recommend processor anyone would recommend
Electronics_5,4.0,CG,purchased player year ago great experience used lot sound quality great sound crystal clear used daily year pleased sound quality would definitely buy company againi bought replace old logitech mouse replaced one works well seems last long time problems would highly recommend
Electronics_5,4.0,CG,although rated dslr excellent value money used two years works great sound crystal clear easy set canon 60d good sound thing would change increase sound level right side camera canon 35d sounds great left easy set happy
Electronics_5,4.0,OR,looking mk520 combo considering price battery life comfort mouse keyboard mind better price point mouse batteries lasted year computer 12 hours day work change keyboard batteries period keyboard decent feedback typing lightweight mouse fantastic people average size hands 5 like said buy already
Electronics_5,5.0,OR,bought hang iphone listen music books without tangled cords first one bought worked well bought 4 friends word advicewhen pulling earbuds first put otherend plug hole device pull earbuds end hold onto rolled part spool pull one end love price good looking comfortable ears audio fine definitely recommend others
Electronics_5,4.0,OR,unit great buy easy set built well mounted epson hd projector tp wall epson jas three mount hiles requires one arms rotated away using 3 arms like triangle bit even pretty sturdy would recommend using locktite screws hiding cables begind vertical conduit cable hider though bumping wires shift bit said simple fix happy overall
Electronics_5,5.0,OR,wife dropped phone hurricane sandy way car lost found returned 3 days later att could read sim tried able recover phone book could view able use screen capture tool copy print wife could enter lost phone numbers manually new phone first would bring phone book try open messages first went phone book read entries
Electronics_5,5.0,OR,35 year old uses ipad little bit three four days week needless say protecting investment product paramount importance cover touted kid proof far exactly replacing oem cover apple retrospect waste money comparison fits like glove far good protection fortunately occasion serious drop test withstood drops couch table fine quite pleased
Electronics_5,5.0,CG,kind figured id go things get work figured id get solid signal couple channels could use worked fine going work rest day thing like cable lack standard length pull lot ground like wire want pull use
Electronics_5,4.0,CG,photo difficult see cell phone picture screen bright bright front camera lightest picture back camera clear view size cell phone good used portable phone samsung galaxy s4 size screen good used apple device used kindle fire hdx
Electronics_5,5.0,CG,excellent bag love materials construction zipper pretty sturdy pocket nice zipper bit wide thing wish thin elastic strap great bag money house fit perfectlyi love lens want easy shoot low light light see focus
Electronics_5,5.0,CG,installed 2 months ago problem really stereo pair ear buds ear buds fit comfortably ear little difficult hear stereo looking good stereo good sound quality look elsewhere sure stereo sure pair ear buds id definitely buy another pair fit update
Electronics_5,5.0,CG,first way turn volume turn volume phone recognize volume control annoying feature hard get phone recognize bought price good product would recommend anyone needs turn volume used record music computer away office loud enough hear
Electronics_5,5.0,OR,needed replace flakey linksys wireless access point router combination one works well using stock configuration one computer switch side another computer plus home theatre unit wireless side wireless units using n cards getting good throughput unit features used yet like 2 usb ports ntfs support builtin print server dhcp easily configurable web interface quick encryption setup simple cons review found 2 weeks used
Electronics_5,5.0,OR,wowcame quickeagle called shipped next day tampa st peteguys professional expect truck drivers helped scoot garagei love amazon extremely competitive pricingi know afford stay businesas chose top end model could saved 50 bucks hpt4254this model sleeker lookingthanks amazon delivering one best plasmas market affordable priceoh choose samsung panasonicthe panny bast model offer vga connection laptop
Electronics_5,5.0,OR,tiny speaker sound amazingly good crisp trebles excellent bass response hard believe little thing bit shorter two stacked coke cans width use one speaker magic shows although think ill move two although two necessary way used speaker outdoors indoors excellent results first heard ueb2 show fellow magician looked speaker could see ituntil showed little ueb2 whaaaat bought one next day good idea
Electronics_5,5.0,OR,purchased television september 2012 april 13 2013 still impressed picture watching local television station without cable picture crisp play station games awesome full high definition color blue rays come nice love new laptop hdmi television watching whatever play computer comes beautiful television took stand hung wall matter facing get glare daylight
Electronics_5,5.0,OR,camera everything wanted takes goodlooking pictures use camera work consulting engineer gets beat around tool bags suitcases every week wanted ruggedized camera tired getting jobsite find camera busted using lumix several months still looks like new like lense fixed seems old cameras broke often retractable lense failed cannot think anything bad say camera rock solid
Electronics_5,3.0,CG,like looks anything materials keep eyes peeled next onei lot trouble tv cover flimsy hard get cover come excellent purchasei bought replace tv installed house solid unit installed wire tv hard time adjusting volume tv problems
Electronics_5,5.0,CG,movo dualstrap nice quality construction bulky comes usb charger downside case bit stiff plastic feels cheap thick enough hold place case thin holds place great case protect tablet case comfortable wear overall happy case like strap adjusted fit tablet
Electronics_5,4.0,CG,love drive happy purchasevery good qualitynice little compact size sturdy great price bulky bulky would recommend anyone hold ipod long timeit works great love portable player use laptop also use ipod works great sound great love fact small smaller size
Electronics_5,2.0,CG,quite compact mic nice feel also love powered 6v lithiumion battery sound crystal clear nice little extra bagi use dualcore desktop pc issues recent version windows 10 great performance runs quiet seems high speed issues running games watching netflix issue
Electronics_5,2.0,CG,windows 7 would let connect computer would use external hard drive get cable plug connect computer windows 81 computer external hard drive plugged usb port motherboard cable motherboard plugged works fine cannot tell many times unplug plug back would happy
Electronics_5,3.0,OR,updated review 2 years later recommend product going lay flat floor trying stick wall forget stay solid wellmade product took getting used stuffing speaker cable inside used entire length need cut worked nicely said done doubleside tape took minute get backing super strong hopefully stays stuck tile flooring never worry unsightly cables much thicker anticipated
Electronics_5,5.0,OR,amazon saved bunch money terrific radar detector drive crazy false alerts unless disable pop mode pop mode turned stops falsing works well 300 dollar higher models using saved many unpleasant experiences looking top line detection 200 bucks unit take look online find baby detection capability rivals heavy hitters bel escort
Electronics_5,2.0,OR,original charger lasted 3 years without problem suddenly short plug end bought one replace male plug side short properly seat xoom charge properly tried push shorted housing bought new motorola charger used twice issues plug shorting recommend save pain buy motorola oem charger also amazon 9 vs 675 thing cost
Electronics_5,5.0,OR,dive camera good much trouble daytoday pool kayak use really wanted olympus tg810 want another 400 camera picked trial basis based price pleasantly surprised took bunch pics around pool quality great really slow recycle shots pics focus colors wonderful love auto white balance setting underwater mess filters perfect kayaking snorkeling
Electronics_5,2.0,OR,supposed 6 months 2nd output starts loose sync may heat issue watching movie 2nd output tv loose signal 10 seconds latter signal return happens 2nd output others problem also sometimes switching would switch first try would change different input back work time new programmed remote automatically switch back forth turned tv
Electronics_5,2.0,CG,bought cheap dashcam replace garmin dashcam 2012 moto x similar model model wanted able watch x monitor instead watching x phone 2 year old version low profile also use dashcam seems work camera car uses lot battery life camera
Electronics_5,5.0,CG,id ripping cds device thing turn replace charger cable pain plug outlet thinking going device getting different one thing think would nice device usb port charge audiophile get technical would prefer
Electronics_5,5.0,CG,great keyboard love love love iti bought friend happy purchase thing wish little bit better battery life also gets lot calls phone great think charger good idea new charger charging stick placed phone know
Electronics_5,5.0,CG,aiwa basically stylus thin smooth surface makes screen look like pair sunglasses screen also designed good people overly bright makes useful people downside battery life pretty short bit disappointing since cannot use often battery life seems pretty good battery life great though would recommend buying smaller battery
Electronics_5,4.0,CG,needed thin fan would quiet comfortable intended purpose looking pair thin fans fit bill wanted fan would cool cpu cooler without fan wanted fan would provide enough airflow 20 fan wanted fan would cool cpu cooler without fan find pair thin fan cool enough provide enough airflow 20 fan needed thin fan would
Electronics_5,2.0,OR,nice small size professional appearance backpack looking agree posters though zippers poor quality stick straighten teeth get work pull hard back straighten teeth try kind pain concerned longevity update 81616 continued problems cheap zippers backpack held well materials seem high quality zippers stink work time
Electronics_5,4.0,OR,pdf manual great examples linking 3 buildings using vlan storm protection stp couple days primary reason switch help isolate sip phones small business seems work great far gives right level control network update review used months others complained unit loud mine maybe using different fans cannot even tell turned happy way
Electronics_5,4.0,OR,nice sound stays neck ear buds bit uncomfortable especially sleep disconnects unexpectedly anyall samsung devices get samsung level app go needed good battery life needed try times pair connect samsung circles feel better feel flimsy compared better constructed better sounding level neck accessory came circle bit uncomfortable slips neck levels stay place disconnect issue level worth high price would fixed
Electronics_5,5.0,OR,work tablet though must connect bluetooth device put search mode holding triangle circle buttons mic button flashes may need charged first lose functions way voice search buttons work intended search lot find info hopefully helps someone else bigger thought twice size aluminum apple tv remotes much comfortable use well great overall construction even little bit pricey side
Electronics_5,5.0,OR,unacceptable touchpad touchpad responsive many areas especially around edges know frustrating click nothing happens sound visual indicator click successful also keyboard small sorry love chromebooks desperately needed ips 1080 display reasonable price point touchpad lesser extent small keyboard ruin experience update 20150410 got used keyboard touchpad frustrating downgrading performance get used benefits make
Electronics_5,4.0,CG,speakers great quiet volume right speaker small worth mentioning sound quality good complaint sound muddy gets distorted volume bit muddy cannot hear bass guess would subwoofer want subwoofer go one sound great
Electronics_5,5.0,CG,bought cable use cell phone need cable use phone cable works great easy use would definitely recommend product anyone would recommend anyone cell phonesgreat price portable player use laptop say problems sound sound bar problems bass speakers use system
Electronics_5,5.0,CG,used work last two years works great one broken screen replace tv solid job good value moneyi bought replace broken one 2 pcs installed home solid unit installed original computer works fine easy install works well thing wish
Electronics_5,5.0,CG,wanted bluetooth receiver compatible macbook pro need receiver use friend using tv wanted take work macbook found receiver worked happy also 2 year old wanted use tv tv bought receiver pleased sure work macbook pro buying new one
Electronics_5,5.0,CG,great tv excellent value money would recommend tv anyone loyal tv fan great tv good value moneyi bought replace broken one bought tv want replace since new one broke went amazon easy tv new one 30 old one wanted able use old tv
Electronics_5,4.0,OR,two days update month works great ipad 3 charges really fast adapter built feature let battery get hot overcharge thing great ipad faces would liked little bendable great product would definitely recommend dockchargerstandcase ohh another thing would changed slide little adjust volumes case covers
Electronics_5,4.0,OR,outstanding styling wish forward screw pan head rub head band going stocking stuffers kids sneak mine away first edit seller continuously hounds emails reviews point create spam filter emails understand checking make sure happy perhaps encourage write review 1 single email 2 bought review know product great buy knowing hound spam emails
Electronics_5,4.0,OR,bought antenna originally apartment straight shot southern sky thought buying placing near outside window would work fine well say least work planned could barely find reception cannot blame working situation guess intended magic however good side since moved mounted product side house get perfect reception absolutely zero interruptions would recommend anyone place mounting
Electronics_5,5.0,OR,stellar product bought use surface pro 4 futz bit video drivers surface fixed worked flawlessly quality amazing theoretically miracast capable device ie intel processor video recent vintage 2 years work yet test basically device creates direct wifi connection 24ghz device thus connectivity dedicated network using streamlined protocolthe result screen sharing runs circles around chromecast dlna even appletv attach network packetsdata pushed tcpip
Electronics_5,3.0,OR,great product first degrades time product super easy install literally plug play speeds provides meh 75mbps connection 30mbps gets adapter powerline adapters keep much higher speeds months adapter would lose connection minute every often time went would get worst worst eventually leading abandon together bad two three times day enough give
Electronics_5,1.0,CG,ordered two set work fine also pair pair first one bit bulky second comfortable complaint cover thick problem people bottom line fit shoulder strap also pair pair wearing pair pair using friend using
Electronics_5,5.0,CG,cable need quality good larger computer want computer larger area cable may need buy separate cable cable best bet older computer like mac larger area cable cable fit smaller computer like mac larger area cable cable fit smaller computer like mac larger
Electronics_5,1.0,CG,bought nov 2015 time purchase gaf since time read reviews considering getting another gafthis great product well made cover thick like way looks love portable phone use laptop also use ipad great reading surfing easy use holds tablet well included usb cable works great
Electronics_5,5.0,CG,mouse works flawlessly macbook pro use microsoft surface pro mouse nice touch sound great use macbook pro living room love would definitely buy works great want waste money product like bought new one happy love product using month price right
Electronics_5,5.0,CG,previously antenna broke cord broke first one second one broke cord broke sent local store worked fine going use provide internet son also wanted ensure cable tangled cable went store bought new cable worked fine sure good idea sure
Electronics_5,3.0,OR,speakers great value replacement stock system nothing special frequency range good distort loud although running 4x50w pioneer pyle components front blast away get added amp components see 200w probably able handle volume distortion power available satisfied far disappointed yet interested id recommend anyone looking good decent clean sound without problems
Electronics_5,3.0,OR,first days awesome clear sound loved 4 days however started tinny sound like buzzingcrackling faint sounds little like radio station tune issues people could hear could hear like pushing audio headset working fine still thin perfect reception tossed package would returned id recommend going lg tones motorola ones everyone know says love
Electronics_5,5.0,OR,bought high priced tablet wife failed 1 week warranty purchased rca viking pro pleased snappy performance good storage performs functions well much higher priced tablet impressed enough bought one put demanding games along many apps run ease would recommend tablet productivity games internet etc really like keyboard trackpad allows tablet function minilaptop complaint would trackpad tosensitive settings
Electronics_5,4.0,OR,lens 3 weeks happy take camera everywhere normally plan wander around seeing encounter zoom like perfect found focus fast accurate using nikon d5100 cannot disagree comments regarding limitations great shot took day ill add got local camera shop got nikon mount amazon
Electronics_5,5.0,OR,best bluetooth keyboard ever used one ipad mini durable works well problem connecting ipad worry dropping dropped weeks ago case protected case broke decided get durable case always wished could type like lap top add weight ipad worth weigh protection usage love would recommend anyone
Electronics_5,5.0,CG,bought 4 issues keep 2 couple years replace 2 year old would purchase againthe customer service excellent pleasedi bought replace broken one bought tv want repair since tv cheap works perfectly seems last years hard time adjusting volume tv complaints satisfied
Electronics_5,5.0,CG,terrific monitor bright clear problem 40 monitor replace monitor tv larger screen 50 60 screensi use bluray player canon c720 cannot get pictures work dvd player use flash drive works great canon c720 though flash drive
Electronics_5,3.0,CG,great remote love feel buttons remote slide around easily using trs80 slip pockets pleased bought replace broken one bought tv want repair since tv cheap works perfectly cannot tell much better old one bought friend loves
Electronics_5,5.0,CG,purchased set external hdd computer pretty happy drive solid ssd solid thing would change size drive adjustable would also liked usb 30 hub hub compatible unit installed new ssd drive running problems drive stable problems features
Electronics_5,2.0,OR,return three reasons 1 requires root ssid broadcasted 2 repeater mode shows dup ssid basically root aps ssid foo repeater see two foo macbook air 3 plug right middle bodys bulky problem plug panel two outlets outlet barely accessable also bought repeater tplink tlwr700n tplink better supports hidden root ssid add dup plug side works well plug outlet
Electronics_5,4.0,OR,cuts glare goes easily relatively right tools cloth provide cleaning screen next worthless use final wipe getting screen clean application essential squeegee provided also little small use credit card keep mind dealing three layers peel one applying screen take lots squeeging fact left last one days removing ensure gotten bubbles works greats glare adds layer protection keyboard thumbs
Electronics_5,2.0,OR,overall hub works 100 powered devices like printers scanners like ipods connection lost good idea disconnect ipod without ejecting connection made port computer hub connected lock also build quality poor silver finish uneven even worn box spots clear cover led indicators falling perhaps belkins new plus hubs better willing find datahookproductlinklinked classalinknormal hrefbelkinusb20plushub7portf5u307brndpb000naxc6grefcmcrarpdrvwtxtieutf8belkin usb 20 plus hub 7 port f5u307brna
Electronics_5,4.0,OR,like others said buttons volume control easy use take little work overall though think really good product player fits securely running never problem sliding arm ever really look screen running cannot imagine anybody would want however make sure screen cover player keep plastic one armband scratching another really nice thing washable several looked
Electronics_5,5.0,CG,bought mine upgrade stock garmin need gps new pair garmin using trs80 require gps using year faltered continue use buying another pair wifewe bought new apartment budget could afford better camera home office price right first digital
Electronics_5,5.0,CG,well know work two price great buy thing would change cover closed little smaller cover itselfi two months love portable phone use laptop also use ipad works great sound excellent problems sound quality thing wish could add
Electronics_5,5.0,CG,got d90 works fine keep eyes peeled next sony release sony release coming soon happy good value moneyi bought replace broken one bought tv want replace since unit cheap works fine seems last quite easy use holds tv place without pull case
Electronics_5,5.0,CG,know use works great samsung galaxy tab 3 seems work great sound great used toshiba satellite x7 subwoofer great bass know use works great week still seems work great know going buy another one think
Electronics_5,4.0,OR,actionpacs seem pretty adequate using pretty much every load almost month think seen difference regular cascade powder clean fine dissolve nicely problems plastic bucket holds really handy reach sink pop lid grab packet one hand packets drop soap holder dishwasher equally handy say convenience matters experience paying would rather save bit money stick powder
Electronics_5,3.0,OR,running 4 port usb hub pcmcia card old dell inspirion 8600 laptop driven windows xp installed xp failed recognize hub showed error hardware install however hub works anyway every device connected hub installs andor recognized right away notice annoying squeaky electronic sound whenever connect device hub seem effect system software operation live hind sight id recommend getting simple 2 port hub card laptop one really overkill purposes
Electronics_5,2.0,OR,bought use transferring data among various netbooks laptops desktop computers home workshop seemed perform fine connected directly onboard usb ports sensitive connected via powered usb hubs one system winxp home powered usb hub totally took usb bus long plugged good seems ok long using usb hub unfortunately pain disconnect something else order plug directly onboard usb port one system
